USER_ID,PRODUCT_ID,GENDER,AGE,OCCUPATION,CITY_CATEGORY,STAY_IN_CURRENT_CITY_YEARS,MARITAL_STATUS,PURCHASE
1001758,P00124642,F,26-35,0,B,1,0,16912
1001758,P00344542,F,26-35,0,B,1,0,8341
1002088,P00115842,M,51-55,7,A,1,1,20477
1001792,P00312842,F,26-35,2,C,3,0,12673
1002098,P00259942,M,36-45,20,A,0,1,8699
1002102,P00327342,M,26-35,11,B,3,0,16658
1002106,P00355542,F,18-25,20,A,3,1,4118
1002526,P00360542,M,55+,13,B,4+,1,20938
1001802,P00171042,M,18-25,4,A,3,0,16488
1001812,P00255842,F,26-35,12,A,4+,1,20537
1001824,P00301542,F,18-25,4,C,2,0,8366
1002116,P00246942,M,18-25,4,B,4+,1,10642
1002116,P00257442,M,18-25,4,B,4+,1,8344
1002118,P00255842,M,26-35,14,A,1,1,20669
1002544,P00174842,M,46-50,1,B,1,0,12792
1002544,P00036442,M,46-50,1,B,1,0,16849
1002548,P00325242,F,36-45,6,C,2,0,12482
1002548,P00300042,F,36-45,6,C,2,0,20934
1002946,P00124642,M,36-45,16,A,0,1,12527
1001836,P00199642,M,26-35,0,A,4+,0,16553
1002142,P00331842,F,46-50,14,C,2,1,12883
1002566,P00259942,M,36-45,17,B,3,0,12646
1002572,P00115842,M,36-45,14,C,1,0,16450
1002962,P00203142,M,36-45,3,A,2,0,8544
1002962,P00280342,M,36-45,3,A,2,0,8807
1002966,P00301542,F,26-35,4,A,2,0,12758
1002974,P00263442,M,18-25,4,A,0,0,16657
1001854,P00301542,M,26-35,0,C,2,0,4470
1001870,P00115842,M,55+,13,C,1,0,12261
1001202,P00300042,M,36-45,12,B,0,0,12457
1001204,P00300042,M,26-35,7,B,4+,0,16331
1001222,P00250342,M,36-45,0,C,4+,0,8196
1000504,P00231242,M,26-35,2,C,2,0,12527
1000504,P00309342,M,26-35,2,C,2,0,12103
1000510,P00255842,M,18-25,12,C,3,0,16281
1001224,P00204142,M,51-55,13,B,4+,0,20478
1000518,P00231242,F,36-45,12,C,4+,0,16460
1000910,P00339442,F,51-55,0,B,1,1,16155
1001264,P00036442,M,26-35,1,A,3,0,16574
1000922,P00250342,M,55+,16,B,2,1,8845
1000924,P00255842,M,51-55,17,C,1,1,20716
1001266,P00047742,M,26-35,4,B,0,1,16694
1000552,P00231242,M,51-55,18,C,3,1,16591
1000552,P00279442,M,51-55,18,C,3,1,16772
1000554,P00298442,M,26-35,12,C,0,1,16784
1000944,P00263442,M,36-45,0,A,3,1,8244
1001676,P00259942,M,18-25,4,B,4+,0,12429
1001680,P00115842,M,26-35,20,A,3,1,16721
1000608,P00325242,M,18-25,4,C,3,1,12545
1000970,P00255842,M,26-35,0,B,4+,1,20617
1000982,P00288642,F,26-35,9,C,4+,0,20274
1000984,P00331842,M,51-55,16,A,2,1,16533
1000984,P00300942,M,51-55,16,A,2,1,16213
1000984,P00047742,M,51-55,16,A,2,1,12107
1001302,P00263542,M,18-25,4,C,2,0,20588
1001306,P00259942,M,26-35,3,B,3,0,16434
1000624,P00288642,M,26-35,1,B,3,0,20167
1000624,P00246942,M,26-35,1,B,3,0,13158
1001010,P00284942,M,26-35,0,A,1,0,12895
1001340,P00199642,M,26-35,7,A,2,0,20517
1000646,P00174842,M,36-45,7,C,2,0,10637
1000652,P00288642,M,18-25,20,C,3,0,16919
1000656,P00339442,F,46-50,16,C,3,1,16621
1001362,P00115842,M,36-45,12,B,0,0,16475
1001680,P00288642,M,26-35,20,A,3,1,20727
1001680,P00171042,M,26-35,20,A,3,1,8546
1000302,P00300042,M,18-25,4,B,4+,0,8251
1000302,P00259942,M,18-25,4,B,4+,0,12544
1000302,P00002342,M,18-25,4,B,4+,0,8824
1000692,P00288642,F,26-35,0,A,0,1,12628
1000710,P00250342,M,26-35,20,A,4+,0,12630
1001060,P00355642,M,18-25,10,C,1,0,16132
1001388,P00355642,M,55+,20,C,2,1,16221
1001390,P00288742,M,36-45,16,C,3,1,16417
1001396,P00255842,F,26-35,12,A,4+,1,20447
1000324,P00124642,M,36-45,17,B,0,1,8757
1000724,P00348742,M,51-55,13,B,2,1,12805
1001086,P00263442,M,18-25,4,A,2,0,16143
1001088,P00263442,F,0-17,10,A,3,0,16937
1001410,P00174842,M,51-55,7,B,3,1,12931
1001420,P00046942,M,18-25,4,C,3,0,16735
1000330,P00312842,M,55+,7,C,2,0,16194
1000338,P00327342,M,36-45,7,A,1,0,20707
1000348,P00313942,M,51-55,7,B,2,1,8025
1000752,P00207442,F,26-35,3,A,3,0,8127
1000752,P00074042,F,26-35,3,A,3,0,8486
1000752,P00047742,F,26-35,3,A,3,0,12662
1001448,P00355642,F,26-35,3,A,1,0,16923
1000352,P00300042,M,18-25,4,A,0,0,12587
1000754,P00265042,M,36-45,7,C,3,0,12232
1001448,P00257442,F,26-35,3,A,1,0,4072
1000388,P00327342,F,26-35,0,B,3,1,16207
1001142,P00250342,M,18-25,1,B,1,0,12177
1001146,P00263542,F,18-25,16,B,2,1,8790
1001470,P00054142,M,18-25,4,A,1,1,4598
1001470,P00288642,M,18-25,4,A,1,1,12756
1000424,P00361242,M,26-35,17,A,3,0,12452
1000426,P00301542,M,18-25,4,A,1,1,4487
1000812,P00246942,M,26-35,6,C,2,0,13174
1000824,P00331842,M,36-45,12,A,2,1,12560
1001150,P00001842,F,26-35,20,A,1,0,12244
1001150,P00012842,F,26-35,20,A,1,0,4192
1000838,P00255842,M,51-55,17,C,0,0,20168
1000846,P00298542,M,26-35,5,C,3,1,12264
1000850,P00200142,M,36-45,0,A,3,1,12279
1001170,P00246942,M,55+,3,A,2,1,12900
1001180,P00300942,F,51-55,20,C,0,1,16904
1000854,P00355642,F,26-35,16,B,1,0,16455
1000854,P00074042,F,26-35,16,B,1,0,8725
1001202,P00344542,M,36-45,12,B,0,0,8491
1005426,P00301542,M,26-35,14,C,1,0,12861
1005780,P00052742,M,18-25,17,B,1,0,16771
1005784,P00255842,M,18-25,10,C,3,0,20707
1004702,P00255842,M,26-35,11,C,0,0,20681
1005054,P00200042,M,36-45,2,B,0,0,12114
1005062,P00255842,M,51-55,16,C,2,1,20660
1005074,P00280342,M,0-17,0,B,2,0,4132
1005074,P00263542,M,0-17,0,B,2,0,12874
1005458,P00279442,F,18-25,2,A,1,0,12607
1005812,P00200142,F,26-35,7,A,1,1,12174
1005812,P00259942,F,26-35,7,A,1,1,16147
1004732,P00115842,M,26-35,14,B,2,1,20579
1004732,P00259942,M,26-35,14,B,2,1,16842
1004736,P00255842,M,18-25,20,A,1,1,16430
1005096,P00246942,M,26-35,11,B,2,0,7784
1005472,P00261542,M,36-45,1,C,0,1,12132
1005824,P00255842,M,18-25,12,B,1,0,20622
1004736,P00174842,M,18-25,20,A,1,1,10567
1004742,P00124642,M,26-35,3,A,2,0,16612
1005098,P00246942,M,51-55,7,C,4+,1,8107
1005102,P00255842,M,26-35,12,C,2,0,20233
1005854,P00265042,M,46-50,7,B,0,1,16721
1005854,P00028342,M,46-50,7,B,0,1,12122
1004774,P00052742,M,46-50,14,C,4+,1,12577
1004786,P00047742,M,46-50,6,B,1,1,12152
1004790,P00255842,F,26-35,2,A,4+,1,12506
1004790,P00344542,F,26-35,2,A,4+,1,8133
1005118,P00259942,M,0-17,10,B,2,0,8228
1005136,P00047742,M,26-35,12,B,1,0,16708
1005520,P00255842,M,46-50,1,C,0,1,20258
1005522,P00255842,M,26-35,14,B,0,0,20949
1005928,P00331842,M,46-50,1,C,1,1,12145
1005940,P00263542,M,51-55,12,C,1,1,16137
1005160,P00031142,F,18-25,4,C,2,0,16422
1005164,P00255842,F,36-45,17,A,0,0,20297
1005878,P00298442,F,26-35,0,A,4+,1,16496
1005172,P00036442,F,36-45,11,B,1,0,16203
1005180,P00115842,M,36-45,11,C,1,1,16857
1005560,P00255842,F,36-45,17,C,4+,1,20899
1005208,P00301542,M,26-35,4,A,1,1,12299
1005208,P00263442,M,26-35,4,A,1,1,12876
1005208,P00312842,M,26-35,4,A,1,1,20202
1005580,P00327342,M,46-50,7,B,4+,0,20554
1005944,P00040942,F,18-25,10,C,4+,0,4519
1005954,P00090542,M,46-50,11,A,2,1,20739
1004886,P00246842,F,36-45,17,C,0,1,10683
1004888,P00203142,F,55+,0,B,4+,0,20476
1005246,P00255842,F,18-25,0,C,1,1,12326
1005610,P00255842,F,26-35,1,C,3,0,20187
1005618,P00255842,F,18-25,4,B,3,0,20247
1004898,P00031142,M,26-35,1,B,1,1,20493
1004908,P00255842,M,36-45,15,C,2,0,16327
1005280,P00279442,M,18-25,4,C,3,0,12649
1005620,P00344542,M,36-45,14,C,2,1,8116
1005630,P00115842,M,36-45,17,B,1,0,20815
1004510,P00250342,M,46-50,7,A,4+,1,12216
1004510,P00202942,M,46-50,7,A,4+,1,12810
1004510,P00124642,M,46-50,7,A,4+,1,8513
1004520,P00298442,M,26-35,4,C,1,1,16276
1004530,P00018542,F,36-45,1,A,1,0,12849
1004948,P00203142,M,46-50,2,A,1,1,12891
1004952,P00312842,F,26-35,14,A,1,1,8083
1005324,P00255842,M,26-35,7,C,0,1,20209
1005680,P00174842,M,51-55,20,A,4+,1,13040
1005682,P00325242,M,18-25,0,B,2,0,16778
1004560,P00288742,M,26-35,0,C,1,0,12839
1005350,P00339442,M,18-25,5,A,1,0,16156
1005692,P00255842,F,26-35,7,C,1,0,20685
1004600,P00052742,M,26-35,0,C,2,1,12548
1004982,P00255842,M,26-35,12,C,1,0,20191
1005364,P00288642,F,26-35,3,A,3,0,16408
1005364,P00302642,F,26-35,3,A,3,0,16848
1005714,P00263442,M,36-45,2,B,1,0,16851
1004628,P00255842,F,55+,6,C,4+,1,16710
1005014,P00342942,M,46-50,0,C,0,1,8113
1005752,P00255842,F,55+,0,B,3,1,20466
1005030,P00250342,M,18-25,1,C,1,0,8665
1005046,P00124642,M,26-35,16,A,0,0,16721
1005770,P00288642,M,26-35,0,C,3,1,16143
1005776,P00255842,M,18-25,12,B,3,1,20765
1003992,P00231242,M,26-35,4,B,1,0,12623
1004344,P00058742,M,26-35,1,A,4+,0,16363
1004344,P00327342,M,26-35,1,A,4+,0,12500
1003684,P00250342,M,26-35,17,C,4+,1,16767
1004016,P00019542,M,51-55,0,B,1,0,12449
1004022,P00124642,M,36-45,14,B,1,1,16227
1004354,P00277242,M,36-45,14,B,2,0,16741
1004354,P00246842,M,36-45,14,B,2,0,10657
1004384,P00284942,M,26-35,0,B,0,1,16625
1004386,P00261542,M,26-35,5,B,1,0,16343
1003410,P00200142,M,36-45,1,B,3,1,12214
1003720,P00302642,M,46-50,7,C,1,0,16776
1004054,P00311342,M,36-45,3,B,1,0,10636
1003420,P00288642,F,26-35,7,A,3,0,12573
1003420,P00064142,F,26-35,7,A,3,0,16135
1003430,P00288642,F,46-50,1,B,1,1,12451
1003440,P00255842,M,55+,17,C,3,0,20379
1004054,P00200142,M,36-45,3,B,1,0,16727
1004064,P00036442,M,46-50,0,A,1,1,12282
1004072,P00012842,M,51-55,6,B,4+,0,8606
1004458,P00012842,F,26-35,4,B,1,0,8548
1004472,P00261542,F,46-50,16,B,0,1,16920
1003464,P00300042,F,26-35,14,B,4+,1,20598
1003762,P00115842,M,51-55,6,B,0,1,12771
1003762,P00360542,M,51-55,6,B,0,1,16604
1003768,P00331842,M,26-35,4,B,2,0,16345
1004078,P00207442,M,26-35,15,C,0,0,4757
1004422,P00254942,M,26-35,5,A,1,1,16858
1003778,P00263542,M,26-35,0,B,4+,1,12213
1004444,P00298442,F,26-35,12,C,1,0,16356
1004448,P00031142,M,26-35,14,A,0,0,20793
1004448,P00370142,M,26-35,14,A,0,0,20784
1003792,P00359142,M,26-35,6,A,1,0,12642
1003794,P00255842,F,18-25,4,B,3,0,16511
1004482,P00332442,F,36-45,1,A,1,0,16643
1004482,P00231242,F,36-45,1,A,1,0,12244
1004482,P00280342,F,36-45,1,A,1,0,12574
1004132,P00300042,M,26-35,17,C,2,0,12904
1004136,P00203142,M,51-55,16,C,4+,0,20566
1004140,P00298442,M,26-35,0,B,4+,0,12242
1004144,P00313942,M,18-25,4,C,3,0,8050
1003192,P00255842,M,18-25,4,C,1,1,20585
1003200,P00255842,F,26-35,1,B,4+,0,16640
1003526,P00001842,M,36-45,2,B,1,1,16715
1003538,P00344542,M,36-45,0,C,2,1,12578
1003824,P00199642,M,26-35,17,A,3,1,12709
1003824,P00280342,M,26-35,17,A,3,1,12180
1003836,P00263542,F,51-55,8,B,1,0,12886
1004204,P00250342,M,36-45,7,C,4+,0,20653
1003224,P00280342,F,26-35,14,A,3,1,16924
1003562,P00047742,F,26-35,6,B,4+,0,16684
1003576,P00174842,M,51-55,7,B,3,1,10270
1003850,P00002342,M,18-25,3,B,0,0,12250
1003862,P00331842,M,26-35,17,A,3,0,16765
1003864,P00174842,M,51-55,20,C,0,1,12964
1004236,P00355642,F,26-35,3,C,4+,1,20839
1003272,P00002342,M,36-45,0,B,1,0,16646
1003272,P00207442,M,36-45,0,B,1,0,16931
1003600,P00255842,M,36-45,20,B,4+,1,16525
1003884,P00255842,M,18-25,4,A,1,1,16537
1004252,P00115842,F,36-45,3,B,3,0,16794
1004260,P00246942,M,26-35,16,C,3,1,8010
1003290,P00263442,M,26-35,14,A,1,0,12384
1003290,P00355642,M,26-35,14,A,1,0,16619
1003614,P00263542,M,26-35,0,B,2,1,16184
1003618,P00090542,M,55+,17,A,4+,1,12699
1003618,P00288642,M,55+,17,A,4+,1,16759
1003618,P00259942,M,55+,17,A,4+,1,16825
1003618,P00047742,M,55+,17,A,4+,1,12507
1003900,P00344542,F,26-35,14,B,2,1,16554
1003914,P00255842,M,36-45,4,C,3,0,16905
1003308,P00074042,F,18-25,20,B,3,1,4633
1003310,P00355642,M,46-50,14,C,0,1,12358
1003312,P00115842,F,18-25,4,A,3,0,8426
1003624,P00255842,M,26-35,12,B,0,1,20708
1003934,P00301542,M,26-35,0,B,2,0,4514
1003934,P00279442,M,26-35,0,B,2,0,8516
1003940,P00280342,M,36-45,20,B,3,1,12350
1004292,P00263442,M,26-35,0,C,3,1,8076
1003326,P00023442,M,46-50,7,C,3,1,12155
1003334,P00255842,M,36-45,0,C,3,0,20613
1003638,P00298442,M,26-35,2,C,4+,0,12159
1003648,P00355642,M,18-25,4,B,1,0,16266
1004306,P00280342,M,46-50,7,C,1,1,20307
1003336,P00058742,M,36-45,17,B,2,1,4804
1003336,P00231242,M,36-45,17,B,2,1,12227
1003970,P00344542,F,26-35,2,C,2,1,16461
1002166,P00325242,M,0-17,10,C,1,0,12490
1002592,P00288642,M,51-55,7,B,1,1,20261
1002592,P00285242,M,51-55,7,B,1,1,12975
1002172,P00174842,M,18-25,20,B,2,0,7963
1002182,P00325242,F,26-35,4,C,1,1,16259
1002630,P00255842,F,18-25,5,B,4+,0,20958
1001584,P00255842,M,26-35,19,B,4+,0,20312
1001586,P00174842,M,46-50,7,B,2,1,13127
1001880,P00302642,M,36-45,0,B,3,1,12424
1001880,P00285242,M,36-45,0,B,3,1,7866
1001884,P00036442,M,46-50,20,B,1,1,16848
1002196,P00279442,M,26-35,12,C,1,1,12429
1002206,P00124642,M,46-50,7,B,1,1,20794
1001608,P00263542,M,26-35,11,B,1,1,4651
1001896,P00090542,M,55+,13,C,4+,1,16318
1002672,P00134442,M,36-45,7,C,1,1,10469
1002680,P00250342,M,26-35,12,C,1,1,12123
1002680,P00246942,M,26-35,12,C,1,1,8084
1001916,P00255842,M,46-50,7,B,0,0,16626
1001632,P00331842,M,26-35,16,B,1,0,12270
1001934,P00279442,M,26-35,17,B,4+,0,8343
1001934,P00255842,M,26-35,17,B,4+,0,12314
1001666,P00255842,M,26-35,14,B,3,0,12261
1001954,P00031142,M,26-35,16,C,1,0,12493
1002298,P00250342,M,36-45,17,C,4+,0,16333
1002300,P00052742,M,55+,13,B,3,1,16350
1002304,P00261542,M,46-50,12,B,2,1,12230
1002764,P00331842,M,26-35,7,B,1,0,16542
1001676,P00064142,M,18-25,4,B,4+,0,16709
1001680,P00286142,M,26-35,20,A,3,1,12166
1001680,P00200142,M,26-35,20,A,3,1,12420
1001968,P00250342,M,26-35,11,B,2,0,12267
1001968,P00300042,M,26-35,11,B,2,0,8472
1002786,P00200342,M,26-35,4,A,2,0,20933
1002788,P00115842,M,55+,1,B,0,1,16925
1001686,P00115842,M,36-45,12,B,1,0,20204
1001996,P00115842,M,36-45,0,C,3,0,8197
1002376,P00259942,M,26-35,1,A,3,0,8292
1001388,P00124642,M,55+,20,C,2,1,16605
1001714,P00327342,M,26-35,17,C,0,1,16288
1001716,P00255842,M,26-35,0,B,0,0,20833
1001724,P00255842,M,18-25,4,C,3,0,16883
1002018,P00174842,M,36-45,16,B,1,0,12836
1001392,P00355642,M,46-50,3,C,1,1,16153
1001404,P00288642,M,51-55,16,B,1,1,8736
1002038,P00286142,F,46-50,1,B,3,1,16510
1002040,P00355642,F,26-35,7,C,3,0,20189
1002042,P00263442,M,0-17,10,C,4+,0,4240
1002436,P00124642,M,26-35,7,B,2,0,16227
1002436,P00259942,M,26-35,7,B,2,0,12766
1001418,P00263542,M,18-25,4,A,1,1,16355
1001422,P00355642,M,36-45,17,B,3,0,8612
1001752,P00348742,M,26-35,3,B,1,0,16633
1001448,P00259942,F,26-35,3,A,1,0,12325
1001758,P00046942,F,26-35,0,B,1,0,16328
1002072,P00255842,F,51-55,12,C,1,0,20607
1002072,P00331842,F,51-55,12,C,1,0,20446
1002072,P00199642,F,51-55,12,C,1,0,12551
1002072,P00302642,F,51-55,12,C,1,0,12179
1001790,P00207442,M,26-35,0,C,1,0,16367
1002092,P00339442,M,55+,1,B,4+,1,12739
1002098,P00002342,M,36-45,20,A,0,1,4813
1002098,P00132442,M,36-45,20,A,0,1,8282
1001820,P00036442,M,26-35,20,B,1,1,20273
1001828,P00250342,M,18-25,4,B,1,0,16444
1002116,P00002342,M,18-25,4,B,4+,1,12403
1002546,P00090542,F,55+,13,C,4+,0,4459
1002548,P00255842,F,36-45,6,C,2,0,20660
1001836,P00018542,M,26-35,0,A,4+,0,12611
1001836,P00036442,M,26-35,0,A,4+,0,20403
1001842,P00064142,M,18-25,4,B,1,0,8472
1001842,P00250342,M,18-25,4,B,1,0,12119
1002136,P00325242,M,36-45,18,C,3,0,12154
1002568,P00279442,M,26-35,17,C,1,0,16930
1001528,P00279442,M,26-35,15,C,1,0,12544
1001530,P00263542,M,26-35,4,A,1,1,16789
1001218,P00246842,M,55+,15,B,0,1,7849
1001224,P00202942,M,51-55,13,B,4+,0,20165
1001224,P00134442,M,51-55,13,B,4+,0,12860
1001228,P00255842,M,26-35,1,C,4+,1,16855
1000146,P00261542,F,36-45,20,B,3,1,20462
1000146,P00255842,F,36-45,20,B,3,1,20614
1000520,P00250342,F,36-45,20,A,2,0,12671
1000520,P00255842,F,36-45,20,A,2,0,20440
1000524,P00036442,M,18-25,0,A,0,0,16502
1000532,P00115842,M,26-35,7,C,2,0,20877
1000922,P00149842,M,55+,16,B,2,1,4610
1001242,P00288642,F,36-45,0,A,0,1,16467
1001244,P00115842,M,26-35,4,A,4+,1,16290
1001250,P00288642,M,51-55,0,C,1,1,20863
1000166,P00280342,M,18-25,4,B,1,1,12210
1000940,P00279442,M,0-17,10,C,4+,0,8507
1000962,P00036442,F,26-35,1,C,1,1,20639
1001264,P00300042,M,26-35,1,A,3,0,12543
1001266,P00298442,M,26-35,4,B,0,1,16346
1001268,P00298542,M,51-55,2,B,1,1,16513
1001268,P00331842,M,51-55,2,B,1,1,16317
1000168,P00288642,F,51-55,0,C,0,1,12602
1000566,P00031142,M,26-35,17,A,3,0,16807
1000970,P00124642,M,26-35,0,B,4+,1,12620
1000970,P00019542,M,26-35,0,B,4+,1,12541
1001274,P00261542,M,46-50,7,B,4+,1,16503
1001284,P00331842,M,46-50,16,A,1,1,20276
1001284,P00259942,M,46-50,16,A,1,1,12258
1001284,P00225442,M,46-50,16,A,1,1,4049
1000588,P00036442,F,26-35,11,B,1,0,12219
1000596,P00115842,F,26-35,1,C,2,1,12786
1000598,P00255842,M,36-45,7,C,1,1,12312
1001010,P00124642,M,26-35,0,A,1,0,8205
1001340,P00255842,M,26-35,7,A,2,0,12828
1001340,P00332442,M,26-35,7,A,2,0,4466
1000216,P00261542,M,46-50,13,B,1,0,12660
1000216,P00298542,M,46-50,13,B,1,0,16412
1000216,P00288742,M,46-50,13,B,1,0,12232
1000220,P00327342,M,26-35,12,A,3,0,12506
1000230,P00115842,M,46-50,1,C,1,0,16796
1000640,P00255842,M,18-25,4,C,2,1,20451
1000646,P00246942,M,36-45,7,C,2,0,10533
1000654,P00288642,M,51-55,7,C,4+,1,12399
1000654,P00115842,M,51-55,7,C,4+,1,12831
1000282,P00259942,M,26-35,17,C,4+,1,16399
1000284,P00255842,M,26-35,12,B,3,1,20502
1000658,P00124642,F,26-35,0,B,1,0,12583
1000678,P00298442,M,26-35,0,A,0,1,16375
1001352,P00072342,M,36-45,20,B,2,0,7694
1001354,P00332442,F,26-35,2,B,3,0,8268
1001366,P00263442,M,0-17,10,C,0,0,8214
1001088,P00231242,F,0-17,10,A,3,0,12615
1001088,P00344542,F,0-17,10,A,3,0,16885
1000308,P00072342,M,26-35,2,A,3,1,7755
1000314,P00199642,F,55+,9,C,1,0,16501
1000710,P00255842,M,26-35,20,A,4+,0,16498
1000710,P00199642,M,26-35,20,A,4+,0,20242
1000710,P00001842,M,26-35,20,A,4+,0,16674
1000710,P00298442,M,26-35,20,A,4+,0,12257
1000710,P00284942,M,26-35,20,A,4+,0,8796
1000710,P00200542,M,26-35,20,A,4+,0,16358
1000718,P00325242,M,18-25,2,C,2,0,8304
1001088,P00331842,F,0-17,10,A,3,0,12503
1005980,P00298542,M,55+,1,C,3,0,8269
1006000,P00285242,M,46-50,17,B,2,1,13137
1000330,P00339442,M,55+,7,C,2,0,16596
1001124,P00263542,M,26-35,2,B,4+,1,16466
1006014,P00255842,M,46-50,1,C,0,1,16927
1000352,P00124642,M,18-25,4,A,0,0,12183
1000368,P00124642,M,26-35,0,C,1,0,16288
1000752,P00355642,F,26-35,3,A,3,0,4045
1000752,P00284942,F,26-35,3,A,3,0,8483
1000764,P00255842,M,18-25,20,C,2,0,20206
1001128,P00207442,M,26-35,1,A,2,0,8314
1000380,P00325242,M,26-35,2,C,1,0,4320
1001146,P00064142,F,18-25,16,B,2,1,4223
1001146,P00257442,F,18-25,16,B,2,1,4120
1001150,P00199642,F,26-35,20,A,1,0,12198
1001150,P00259942,F,26-35,20,A,1,0,8630
1001150,P00359142,F,26-35,20,A,1,0,4541
1001150,P00255842,F,26-35,20,A,1,0,8248
1000022,P00359142,M,18-25,15,A,4+,0,8496
1000412,P00288742,M,36-45,15,A,1,1,16713
1000414,P00325242,M,26-35,0,C,4+,0,4764
1000802,P00261542,M,26-35,16,B,1,0,16452
1001164,P00171042,F,26-35,19,A,1,1,16270
1001164,P00327342,F,26-35,19,A,1,1,12620
1001172,P00288742,F,26-35,0,A,2,1,16766
1000818,P00255842,M,18-25,4,C,2,0,20449
1000818,P00263542,M,18-25,4,C,2,0,16447
1000838,P00279442,M,51-55,17,C,0,0,16756
1001186,P00199642,M,18-25,19,A,1,1,16853
1000062,P00086942,F,36-45,3,A,1,0,16474
1000474,P00255842,M,26-35,17,B,1,0,20870
1000850,P00202342,M,36-45,0,A,3,1,16598
1000854,P00263542,F,26-35,16,B,1,0,12232
1000854,P00288642,F,26-35,16,B,1,0,16250
1001200,P00115842,M,0-17,0,C,4+,0,20343
1001202,P00261542,M,36-45,12,B,0,0,20437
1000096,P00255842,F,26-35,16,C,2,1,16769
1000482,P00074042,M,26-35,14,A,2,1,12492
1000884,P00255842,M,0-17,10,C,3,0,20536
1005420,P00284242,F,0-17,19,B,4+,0,4532
1005426,P00344542,M,26-35,14,C,1,0,12551
1005432,P00036442,M,55+,13,C,3,1,20768
1004336,P00288642,F,26-35,0,B,4+,0,8344
1004344,P00255842,M,26-35,1,A,4+,0,20945
1005046,P00207442,M,26-35,16,A,0,0,4794
1005046,P00074042,M,26-35,16,A,0,0,8683
1005046,P00052742,M,26-35,16,A,0,0,8420
1005046,P00331842,M,26-35,16,A,0,0,8478
1005054,P00199942,M,36-45,2,B,0,0,12473
1005448,P00331842,M,46-50,19,A,4+,0,12572
1005448,P00261542,M,46-50,19,A,4+,0,12688
1004682,P00031142,M,26-35,7,B,3,1,16456
1005458,P00052742,F,18-25,2,A,1,0,8067
1005458,P00288642,F,18-25,2,A,1,0,12687
1004368,P00124642,M,18-25,17,B,1,0,16910
1004380,P00288642,F,26-35,1,C,1,0,16348
1004708,P00174842,M,26-35,0,B,3,0,13147
1005098,P00255842,M,51-55,7,C,4+,1,16907
1005100,P00259942,M,51-55,6,B,1,1,12850
1005492,P00028342,M,18-25,4,A,4+,1,8870
1004404,P00010142,M,26-35,1,B,1,0,8068
1004404,P00284942,M,26-35,1,B,1,0,8776
1004404,P00312842,M,26-35,1,B,1,0,12584
1004406,P00298442,M,26-35,16,B,2,1,16170
1004728,P00312842,M,26-35,19,B,3,0,12731
1004728,P00259942,M,26-35,19,B,3,0,12261
1004732,P00279442,M,26-35,14,B,2,1,12599
1004732,P00054142,M,26-35,14,B,2,1,12307
1004736,P00312842,M,18-25,20,A,1,1,8334
1004742,P00327342,M,26-35,3,A,2,0,12713
1005112,P00298442,M,36-45,13,B,1,0,16214
1005562,P00255842,F,36-45,1,C,4+,0,20323
1004756,P00284242,M,55+,16,C,4+,0,8245
1004774,P00327342,M,46-50,14,C,4+,1,20951
1005504,P00174842,M,46-50,7,B,1,1,12762
1005520,P00327342,M,46-50,1,C,0,1,8469
1004444,P00300042,F,26-35,12,C,1,0,16258
1004448,P00255842,M,26-35,14,A,0,0,20216
1004786,P00285242,M,46-50,6,B,1,1,10691
1004790,P00259942,F,26-35,2,A,4+,1,8542
1005152,P00231242,F,26-35,4,C,1,0,4051
1005156,P00288642,M,18-25,14,A,1,1,16386
1005528,P00279442,M,51-55,1,C,3,1,12151
1005530,P00344542,F,18-25,4,B,0,0,12224
1004448,P00263542,M,26-35,14,A,0,0,20848
1004470,P00250342,M,36-45,12,C,3,1,20731
1004808,P00115842,M,36-45,0,A,1,1,12661
1004808,P00327342,M,36-45,0,A,1,1,12558
1004808,P00280342,M,36-45,0,A,1,1,12101
1005172,P00348742,F,36-45,11,B,1,0,20342
1005178,P00246942,M,51-55,0,C,1,1,10703
1005582,P00090542,M,46-50,1,C,2,1,20838
1005588,P00255842,F,26-35,20,A,1,1,12223
1004478,P00255842,M,0-17,12,A,1,0,12484
1004480,P00300042,M,26-35,0,B,1,0,4752
1005236,P00279442,M,26-35,14,C,1,1,12478
1004492,P00250342,M,55+,13,C,1,0,20557
1004496,P00312842,M,46-50,2,C,4+,0,12571
1004846,P00255842,F,26-35,2,C,0,0,20810
1005256,P00124642,M,26-35,16,B,4+,1,16889
1005256,P00344542,M,26-35,16,B,4+,1,12749
1004510,P00344542,M,46-50,7,A,4+,1,8492
1004882,P00298542,M,46-50,11,B,2,1,16779
1004898,P00115842,M,26-35,1,B,1,1,16572
1004534,P00250342,M,18-25,4,C,1,0,16407
1004906,P00115842,M,51-55,17,B,1,1,20928
1005290,P00255842,F,18-25,4,B,0,1,20752
1004238,P00046942,M,36-45,16,B,3,0,16685
1004562,P00263542,M,36-45,10,A,1,1,12517
1004568,P00355642,F,26-35,4,B,2,1,16592
1004568,P00288742,F,26-35,4,B,2,1,16447
1004928,P00300042,F,26-35,3,A,4+,0,12293
1004948,P00200342,M,46-50,2,A,1,1,16478
1004948,P00202342,M,46-50,2,A,1,1,16484
1004948,P00031142,M,46-50,2,A,1,1,12537
1005326,P00046942,M,26-35,2,A,1,1,20549
